91,45,36,2,42,-2.05,103.48,-81.25,-55.92,7.33,33.86,0.37,9.93,-2.38,-0.01,0.08,0.05,9.26,0.80,6.21,0.00,0.01,-0.01
91,45,18,6,46,-0.11,103.88,-89.54,-53.57,6.91,36.23,0.02,9.64,-2.38,-0.05,0.08,-0.00,8.71,0.77,6.38,-0.03,0.02,0.05
91,45,2,18,43,-0.22,103.86,-89.07,-54.36,5.97,35.49,0.04,9.59,-2.37,-0.01,0.04,-0.02,8.86,0.66,6.32,-0.04,0.02,-0.01
93,45,20,29,52,-3.24,100.99,-73.49,-57.15,5.43,32.73,0.60,10.48,-2.04,-0.03,0.05,0.02,9.60,0.59,6.17,-0.04,-0.04,-0.02
94,45,12,27,31,-5.15,99.89,-62.29,-59.41,4.93,30.50,0.97,10.59,-1.85,-0.13,0.12,0.09,9.89,0.50,5.83,-0.02,-0.14,0.07
95,45,8,27,36,-4.19,99.69,-66.50,-58.86,2.96,31.10,0.75,10.09,-1.72,-0.18,0.22,0.08,9.52,0.30,5.75,0.03,-0.11,0.17
95,45,6,36,27,-3.03,98.78,-70.89,-57.77,1.04,32.23,0.53,9.84,-1.52,-0.20,0.29,0.09,9.01,0.10,5.68,0.08,-0.13,0.21
95,45,26,31,25,0.67,99.47,-94.08,-54.68,-0.11,35.32,-0.11,9.46,-1.58,-0.29,0.32,0.12,8.54,-0.01,6.05,0.09,-0.20,0.30
94,45,18,2,16,5.50,102.06,-114.73,-50.72,0.39,39.28,-0.85,8.68,-1.86,-0.29,0.28,0.06,7.77,0.04,6.35,0.04,-0.17,0.27
93,45,34,22,39,7.24,102.90,-119.63,-48.97,-0.04,41.03,-1.08,8.29,-1.90,-0.22,0.20,-0.01,7.39,-0.00,6.43,-0.01,-0.05,0.22
92,45,104,20,52,7.63,102.08,-122.61,-48.53,-0.90,41.47,-1.14,8.36,-1.79,-0.17,0.15,-0.08,7.26,-0.10,6.42,-0.05,0.08,0.19
91,45,116,15,54,6.57,101.49,-120.03,-49.73,-0.47,40.27,-1.01,8.60,-1.75,-0.13,0.06,-0.10,7.57,-0.05,6.41,-0.11,0.08,0.11
90,45,112,22,49,4.72,101.87,-111.87,-49.85,-0.81,40.14,-0.72,8.54,-1.80,-0.10,0.05,-0.12,7.46,-0.09,6.29,-0.12,0.10,0.07
90,45,122,36,43,5.53,101.67,-115.59,-50.11,-1.05,39.88,-0.84,8.52,-1.76,0.01,0.01,-0.09,7.49,-0.11,6.26,-0.10,0.10,-0.04
90,45,122,29,33,3.94,100.55,-110.63,-51.56,-2.33,38.42,-0.62,8.84,-1.65,0.10,-0.01,-0.06,7.86,-0.25,6.23,-0.07,0.12,-0.12
91,45,60,38,28,3.27,98.77,-110.57,-52.59,-1.76,37.40,-0.55,9.51,-1.47,0.13,-0.04,0.02,8.37,-0.20,6.40,-0.08,0.04,-0.19
91,45,48,38,37,2.75,101.12,-103.97,-52.97,0.86,37.03,-0.47,9.69,-1.91,0.08,-0.04,0.04,8.71,0.10,6.57,-0.09,0.03,-0.16
91,45,42,47,57,2.27,101.89,-100.88,-52.83,2.36,37.15,-0.39,9.70,-2.04,0.08,-0.04,0.02,8.72,0.27,6.61,-0.08,0.09,-0.14
91,45,34,54,67,2.01,102.89,-98.93,-52.34,3.13,37.62,-0.35,9.78,-2.24,0.04,-0.02,0.03,8.57,0.36,6.60,-0.07,0.06,-0.10
91,45,44,63,57,3.38,103.28,-104.41,-51.16,2.43,38.82,-0.58,9.56,-2.26,-0.02,-0.02,0.08,8.35,0.28,6.72,-0.09,-0.04,-0.06
91,45,34,56,49,6.95,103.84,-117.00,-48.27,2.25,41.71,-1.16,9.27,-2.28,0.02,-0.04,0.09,8.08,0.28,7.20,-0.11,-0.02,-0.11
91,45,22,54,51,7.57,102.65,-121.27,-48.69,0.90,41.30,-1.30,9.51,-2.13,0.02,-0.09,0.03,8.19,0.11,7.19,-0.19,0.04,-0.14
91,45,14,33,42,6.00,102.05,-116.73,-49.64,0.82,40.36,-1.03,9.56,-2.04,-0.01,-0.21,0.03,8.23,0.10,7.00,-0.26,0.04,-0.15
91,45,-2,22,42,3.30,101.90,-105.60,-50.80,1.95,39.18,-0.56,9.52,-2.01,-0.02,-0.23,0.05,8.19,0.23,6.68,-0.29,0.01,-0.16
91,45,2,11,61,2.27,102.51,-100.35,-51.71,2.10,38.28,-0.38,9.33,-2.07,-0.04,-0.22,0.11,8.20,0.24,6.47,-0.30,-0.08,-0.20
91,45,36,27,67,1.55,101.84,-97.51,-53.33,2.85,36.63,-0.27,9.62,-2.02,-0.01,-0.23,0.14,8.67,0.32,6.45,-0.29,-0.08,-0.22
91,45,66,27,49,0.64,102.79,-92.90,-54.36,4.34,35.56,-0.11,9.59,-2.18,-0.07,-0.24,0.10,8.82,0.48,6.30,-0.31,-0.04,-0.15
91,45,48,31,45,-0.44,102.78,-88.02,-54.63,4.64,35.28,0.07,9.45,-2.14,-0.07,-0.22,0.05,8.63,0.50,6.11,-0.30,0.02,-0.10
91,45,52,42,33,-0.70,103.04,-86.91,-54.19,5.09,35.70,0.11,9.18,-2.13,-0.07,-0.20,0.06,8.35,0.53,6.00,-0.29,-0.03,-0.10
91,45,42,60,18,-0.66,103.21,-87.12,-54.94,4.28,34.98,0.11,9.11,-2.14,-0.03,-0.16,0.03,8.50,0.45,5.95,-0.24,0.02,-0.11
91,45,24,49,21,-1.45,101.61,-82.84,-54.81,4.10,35.12,0.24,9.37,-1.92,-0.06,-0.12,0.04,8.46,0.43,5.95,-0.21,0.00,-0.07
91,45,-8,56,34,0.43,105.09,-91.63,-52.84,5.84,37.02,-0.07,9.03,-2.43,-0.05,-0.04,0.05,8.26,0.64,6.23,-0.14,0.02,-0.06
91,45,10,63,40,1.50,103.63,-96.35,-52.57,4.39,37.35,-0.25,9.23,-2.24,-0.03,-0.03,0.02,8.29,0.49,6.33,-0.15,0.05,-0.05
90,45,22,51,36,0.33,103.96,-91.38,-52.54,3.54,37.40,-0.05,8.81,-2.19,0.02,-0.06,0.06,7.83,0.37,5.99,-0.13,0.01,-0.12
90,45,6,31,45,-0.28,103.17,-88.76,-53.46,3.93,36.48,0.05,8.95,-2.09,0.09,-0.04,0.18,8.06,0.41,5.96,-0.04,-0.07,-0.22
91,45,4,40,30,-0.84,102.87,-86.24,-54.51,6.41,35.32,0.14,9.56,-2.18,0.11,-0.03,0.22,8.81,0.70,6.24,-0.02,-0.11,-0.26
91,45,4,18,30,-1.67,103.90,-83.09,-54.92,7.88,34.82,0.29,9.66,-2.39,0.09,0.04,0.16,8.88,0.85,6.18,-0.01,-0.08,-0.21
91,45,6,6,24,-1.05,104.09,-85.68,-54.02,8.00,35.71,0.18,9.72,-2.44,0.05,0.08,0.11,8.93,0.90,6.42,0.01,-0.04,-0.12
91,45,12,6,28,0.77,104.46,-93.09,-53.11,6.99,36.68,-0.13,9.62,-2.48,-0.00,0.08,0.02,8.83,0.81,6.58,-0.03,0.01,-0.02
91,45,8,11,22,2.67,102.95,-101.74,-51.98,4.26,37.94,-0.46,9.57,-2.20,-0.06,0.07,-0.10,8.53,0.50,6.65,-0.09,0.12,0.10
91,45,36,-2,48,3.46,102.78,-105.30,-50.86,2.24,39.12,-0.57,9.18,-2.08,-0.14,0.06,-0.15,7.97,0.25,6.48,-0.13,0.11,0.14
90,45,50,24,54,5.17,103.55,-111.12,-49.20,1.16,40.80,-0.80,8.65,-2.08,-0.08,0.02,-0.11,7.54,0.13,6.51,-0.12,0.08,0.05
91,45,50,24,48,4.49,100.88,-112.61,-50.59,-0.25,39.41,-0.73,9.10,-1.75,-0.04,-0.03,-0.06,7.95,-0.03,6.53,-0.14,0.07,-0.01
90,45,32,36,45,2.85,102.30,-103.14,-51.44,1.30,38.56,-0.46,8.98,-1.96,-0.07,-0.04,-0.01,7.93,0.14,6.32,-0.16,0.05,-0.04
90,45,40,42,58,2.87,104.74,-101.15,-50.82,3.38,39.13,-0.46,8.82,-2.32,0.04,-0.01,0.03,7.86,0.38,6.40,-0.11,0.03,-0.15
91,45,26,51,39,2.49,102.42,-101.45,-51.44,3.84,38.49,-0.43,9.61,-2.12,0.06,-0.05,0.07,8.34,0.45,6.63,-0.10,-0.02,-0.18
91,45,34,54,28,2.32,105.02,-98.90,-52.48,5.03,37.41,-0.40,9.40,-2.52,0.04,-0.04,0.06,8.68,0.58,6.64,-0.12,-0.01,-0.14
91,45,32,60,49,1.45,102.30,-96.80,-52.87,4.03,37.06,-0.25,9.77,-2.13,0.04,-0.08,0.04,8.69,0.46,6.56,-0.13,0.02,-0.13
91,45,38,56,55,0.83,102.00,-93.99,-53.12,3.74,36.83,-0.14,9.52,-2.02,-0.02,-0.06,0.05,8.47,0.41,6.34,-0.13,0.01,-0.07
90,45,38,45,48,2.19,103.82,-99.08,-52.13,2.61,37.84,-0.34,8.77,-2.16,0.00,-0.02,0.06,7.92,0.28,6.15,-0.09,0.02,-0.11
90,45,30,27,36,2.60,105.32,-99.74,-51.12,3.52,38.83,-0.40,8.50,-2.33,0.15,-0.02,0.08,7.63,0.38,6.14,-0.03,0.04,-0.23
91,45,30,49,42,1.97,103.80,-98.22,-51.43,4.17,38.50,-0.33,9.17,-2.25,0.24,-0.01,0.16,8.09,0.47,6.44,0.02,-0.05,-0.34
91,45,40,31,18,3.58,105.49,-103.18,-49.80,6.78,40.00,-0.61,9.45,-2.62,0.20,-0.02,0.17,8.18,0.82,6.86,0.01,-0.07,-0.29
91,45,42,29,33,4.22,107.33,-103.93,-48.86,7.49,40.90,-0.73,9.41,-2.94,0.15,-0.03,0.17,8.26,0.94,7.16,-0.02,-0.09,-0.25
91,46,68,29,46,5.34,109.09,-105.93,-47.14,8.92,42.51,-0.92,9.35,-3.24,0.17,-0.07,0.15,8.01,1.15,7.34,-0.04,-0.03,-0.25
91,46,72,38,57,4.51,106.51,-105.52,-47.01,9.31,42.61,-0.80,9.69,-2.87,0.19,-0.10,0.11,8.13,1.23,7.47,-0.09,0.01,-0.18
91,46,54,2,61,5.03,108.91,-105.19,-47.61,9.48,42.00,-0.87,9.39,-3.22,0.07,-0.09,0.04,8.06,1.21,7.25,-0.14,0.04,-0.15
91,46,58,33,73,3.88,108.66,-101.98,-48.54,9.52,41.07,-0.68,9.42,-3.18,0.03,-0.13,0.00,8.24,1.20,7.18,-0.19,0.05,-0.12
91,46,52,36,55,3.04,108.57,-99.46,-48.90,10.09,40.66,-0.53,9.41,-3.16,0.03,-0.14,-0.03,8.13,1.24,6.99,-0.20,0.09,-0.09
91,46,32,33,37,1.52,107.25,-95.12,-50.59,9.41,39.03,-0.27,9.64,-3.00,-0.03,-0.13,-0.02,8.43,1.13,6.83,-0.21,0.06,-0.05
91,46,22,38,58,1.35,107.86,-94.40,-50.59,9.95,38.98,-0.24,9.66,-3.11,-0.06,-0.10,0.00,8.49,1.20,6.87,-0.21,0.02,-0.04
91,46,56,38,54,1.16,106.46,-94.08,-51.21,9.19,38.43,-0.21,9.77,-2.89,-0.11,-0.09,-0.00,8.59,1.10,6.82,-0.21,-0.00,-0.00
91,45,50,24,51,0.94,105.66,-93.47,-51.75,8.14,37.97,-0.17,9.71,-2.72,-0.15,-0.06,-0.02,8.60,0.96,6.71,-0.22,-0.00,0.05
91,45,60,22,57,2.01,105.56,-97.44,-51.84,6.47,37.98,-0.35,9.54,-2.66,-0.21,-0.05,-0.02,8.49,0.75,6.63,-0.23,-0.01,0.11
91,45,42,15,57,2.84,106.50,-99.92,-50.61,5.78,39.25,-0.47,9.01,-2.67,-0.17,-0.05,-0.02,7.96,0.66,6.50,-0.21,-0.02,0.07
91,45,42,27,48,3.18,103.04,-103.84,-50.48,2.74,39.49,-0.53,9.27,-2.15,-0.13,-0.06,0.00,8.09,0.32,6.67,-0.19,-0.03,0.05
91,45,18,40,52,4.23,103.57,-107.51,-50.08,2.81,39.89,-0.70,9.24,-2.23,-0.14,-0.07,0.04,8.06,0.33,6.74,-0.20,-0.07,-0.00
91,45,-10,18,52,4.53,104.40,-107.69,-49.68,3.45,40.27,-0.74,9.06,-2.33,-0.11,-0.09,0.05,7.82,0.40,6.63,-0.22,-0.04,-0.03
91,45,-12,9,61,3.33,104.25,-103.28,-50.62,3.78,39.32,-0.55,9.14,-2.32,-0.11,-0.12,0.10,8.00,0.43,6.55,-0.22,-0.10,-0.07
91,45,0,18,57,3.19,105.71,-101.62,-50.54,5.88,39.31,-0.52,9.02,-2.54,-0.08,-0.15,0.11,8.01,0.68,6.56,-0.22,-0.12,-0.10
91,45,4,4,43,1.26,104.67,-94.95,-52.27,5.45,37.60,-0.21,9.08,-2.38,-0.04,-0.11,0.06,8.19,0.60,6.30,-0.22,-0.04,-0.10
91,45,16,9,45,0.27,104.27,-91.10,-53.04,5.67,36.83,-0.05,9.34,-2.38,-0.09,-0.08,0.09,8.41,0.62,6.30,-0.17,-0.07,-0.06
91,45,40,22,31,1.51,104.78,-95.91,-52.67,5.94,37.18,-0.26,9.38,-2.47,-0.11,-0.06,0.07,8.59,0.68,6.52,-0.17,-0.06,-0.02
91,45,44,29,27,2.03,105.39,-97.61,-51.63,6.18,38.21,-0.33,9.05,-2.49,-0.11,-0.06,-0.00,8.12,0.69,6.39,-0.19,0.02,0.01
91,45,46,24,27,1.92,104.49,-97.65,-51.30,4.72,38.60,-0.32,9.11,-2.35,-0.08,-0.05,-0.00,8.03,0.53,6.41,-0.16,-0.01,-0.02
91,45,76,27,39,3.55,105.28,-103.24,-50.42,4.78,39.48,-0.59,9.12,-2.49,-0.08,-0.04,0.01,8.10,0.56,6.68,-0.15,-0.00,-0.01
91,45,52,40,34,3.96,106.84,-103.44,-49.45,6.87,40.35,-0.65,9.00,-2.72,-0.03,-0.05,0.01,7.91,0.81,6.72,-0.14,0.02,-0.06
91,45,46,33,45,3.13,105.48,-101.57,-50.03,6.15,39.81,-0.52,9.25,-2.56,-0.04,-0.06,0.02,8.00,0.72,6.67,-0.16,0.02,-0.05
91,45,42,27,39,1.28,104.88,-94.98,-51.52,6.27,38.31,-0.22,9.31,-2.47,-0.04,-0.08,0.06,8.19,0.71,6.47,-0.15,-0.03,-0.08
91,45,44,24,45,1.04,106.12,-93.76,-52.20,6.61,37.62,-0.17,9.21,-2.66,-0.06,-0.03,0.07,8.39,0.75,6.46,-0.13,-0.04,-0.06
91,45,14,24,39,1.60,105.90,-95.83,-51.94,6.70,37.87,-0.27,9.21,-2.62,-0.01,-0.02,0.06,8.33,0.76,6.48,-0.09,0.00,-0.07
91,45,2,11,33,0.61,105.09,-92.35,-52.49,6.00,37.36,-0.10,9.30,-2.51,-0.00,-0.00,0.07,8.33,0.67,6.36,-0.07,-0.02,-0.07
91,45,18,24,54,1.39,103.84,-95.79,-52.30,5.25,37.58,-0.24,9.48,-2.34,0.01,0.03,0.09,8.44,0.60,6.49,-0.06,-0.07,-0.09
91,45,12,18,60,2.03,104.14,-98.26,-52.07,5.45,37.80,-0.35,9.56,-2.41,-0.05,0.01,0.09,8.51,0.63,6.60,-0.09,-0.06,-0.04
91,45,6,36,55,1.55,104.85,-96.04,-52.17,5.86,37.69,-0.26,9.39,-2.49,-0.08,0.02,0.08,8.45,0.67,6.53,-0.09,-0.05,-0.01
91,45,26,45,76,2.11,104.80,-98.20,-51.69,6.01,38.16,-0.36,9.43,-2.49,-0.05,0.03,0.06,8.37,0.69,6.57,-0.07,-0.04,-0.01
91,45,40,47,69,1.98,104.55,-97.85,-51.55,6.18,38.29,-0.34,9.37,-2.43,-0.08,0.01,0.06,8.29,0.71,6.54,-0.09,-0.09,-0.01
91,45,22,47,51,1.55,104.46,-96.18,-52.40,5.10,37.49,-0.26,9.34,-2.41,-0.12,0.03,0.06,8.39,0.57,6.43,-0.10,-0.08,0.02
91,45,22,83,30,2.31,104.72,-99.01,-51.72,5.43,38.16,-0.38,9.09,-2.39,-0.12,0.04,0.06,8.18,0.61,6.43,-0.09,-0.05,0.03
91,45,16,74,12,1.80,103.65,-97.58,-52.39,4.15,37.53,-0.29,9.11,-2.21,-0.09,0.04,0.02,8.24,0.46,6.33,-0.09,0.01,0.02
90,45,14,51,-9,1.67,105.11,-96.37,-51.68,5.24,38.20,-0.27,8.98,-2.43,-0.04,0.05,0.03,7.92,0.57,6.24,-0.06,0.02,0.01
91,45,8,27,1,1.65,103.02,-97.28,-52.11,3.92,37.82,-0.28,9.32,-2.15,-0.05,0.04,0.06,8.27,0.44,6.42,-0.05,-0.04,-0.01
91,45,34,49,-9,2.54,104.34,-100.14,-51.99,4.20,37.94,-0.42,9.11,-2.33,-0.05,0.04,0.05,8.23,0.47,6.42,-0.05,-0.03,-0.02
91,45,40,31,12,3.40,105.05,-102.89,-50.35,5.18,39.54,-0.56,9.03,-2.43,-0.02,0.05,0.05,7.99,0.60,6.60,-0.04,0.01,-0.03
91,45,50,31,33,3.13,104.42,-102.40,-50.93,4.69,38.98,-0.53,9.32,-2.40,-0.02,0.04,0.03,8.22,0.55,6.65,-0.06,0.03,-0.01
91,45,50,49,30,2.41,104.99,-99.23,-51.32,5.44,38.55,-0.40,9.19,-2.46,-0.02,0.02,0.02,8.20,0.62,6.54,-0.07,0.03,-0.03
91,45,74,65,69,0.70,104.15,-92.84,-52.42,5.61,37.44,-0.12,9.37,-2.36,-0.02,0.01,0.04,8.37,0.63,6.41,-0.06,-0.02,-0.05
91,45,60,40,69,1.47,105.32,-95.55,-52.00,6.40,37.83,-0.25,9.26,-2.54,-0.06,0.07,0.03,8.33,0.73,6.47,-0.06,-0.01,0.00
91,45,52,36,63,1.44,103.32,-96.24,-52.64,5.04,37.25,-0.25,9.53,-2.26,-0.04,0.04,0.01,8.49,0.57,6.46,-0.06,-0.02,-0.02
91,45,52,22,58,1.55,104.15,-96.32,-52.04,5.06,37.85,-0.26,9.26,-2.33,-0.04,0.05,0.01,8.29,0.57,6.44,-0.05,0.00,0.01
91,45,34,29,64,1.90,103.28,-98.23,-52.22,3.60,37.72,-0.32,9.41,-2.22,-0.09,0.07,0.02,8.31,0.40,6.43,-0.05,-0.02,0.04
91,45,34,27,36,3.04,103.80,-102.55,-51.50,3.51,38.44,-0.50,9.19,-2.26,-0.02,0.05,0.02,8.26,0.40,6.56,-0.04,-0.01,-0.02
91,45,44,31,49,3.30,102.28,-105.14,-51.61,1.79,38.38,-0.57,9.59,-2.09,-0.05,0.09,-0.02,8.49,0.21,6.73,-0.06,0.02,0.03
91,45,44,42,48,4.97,102.37,-112.07,-49.98,1.65,40.00,-0.85,9.53,-2.09,-0.06,0.08,-0.03,8.24,0.20,6.91,-0.07,0.03,0.03
91,45,46,56,58,5.77,103.06,-114.08,-48.84,1.86,41.14,-0.98,9.42,-2.19,-0.10,0.02,-0.00,8.02,0.23,7.01,-0.11,-0.00,0.01
91,45,40,72,60,5.54,104.88,-110.67,-48.68,3.72,41.26,-0.92,9.14,-2.43,-0.09,-0.03,0.04,7.85,0.45,6.88,-0.15,-0.04,-0.03
91,45,10,65,25,3.84,104.16,-105.33,-50.78,4.19,39.14,-0.64,9.31,-2.35,-0.06,-0.07,0.06,8.27,0.49,6.73,-0.17,-0.05,-0.09
91,45,4,58,15,1.25,103.47,-95.37,-52.82,4.61,37.09,-0.21,9.36,-2.24,-0.10,-0.07,0.06,8.40,0.51,6.35,-0.17,-0.04,-0.04
91,45,18,42,13,0.07,104.55,-90.29,-53.14,5.32,36.74,-0.01,9.09,-2.36,-0.10,-0.03,0.08,8.31,0.58,6.20,-0.12,-0.05,-0.04
91,45,16,29,3,1.85,105.36,-96.96,-51.60,5.92,38.25,-0.30,9.07,-2.49,-0.03,0.01,0.08,8.14,0.67,6.42,-0.09,-0.02,-0.05
91,45,26,18,3,0.81,102.73,-93.66,-52.91,4.98,36.98,-0.14,9.45,-2.14,-0.08,-0.01,0.06,8.43,0.55,6.35,-0.10,-0.02,-0.02
91,45,40,9,34,0.40,103.44,-91.74,-53.77,4.87,36.13,-0.07,9.23,-2.21,-0.11,0.03,0.07,8.51,0.53,6.22,-0.07,0.01,0.01
91,45,36,11,33,-0.22,100.15,-88.76,-56.96,0.57,33.03,0.04,9.90,-1.77,-0.23,0.16,0.06,9.30,0.06,6.05,0.02,0.15,0.19
91,45,36,24,43,2.58,104.33,-100.30,-51.98,4.95,37.92,-0.44,9.49,-2.42,-0.39,0.31,0.00,8.41,0.57,6.55,0.17,0.20,0.42
90,45,48,42,46,3.68,108.32,-101.57,-47.48,7.55,42.27,-0.57,8.41,-2.78,-0.12,0.08,-0.01,7.27,0.88,6.61,0.05,0.14,0.17
91,45,36,18,36,0.79,102.47,-93.64,-50.88,2.58,39.09,-0.13,9.21,-2.04,0.04,0.02,0.03,7.90,0.29,6.42,-0.05,-0.03,-0.06
91,45,66,40,33,2.89,103.37,-102.34,-50.32,3.10,39.64,-0.48,9.26,-2.20,0.03,0.02,0.08,8.12,0.36,6.73,-0.07,-0.14,-0.10
91,45,72,42,24,3.29,101.84,-105.63,-50.92,2.49,39.05,-0.55,9.39,-1.97,0.04,-0.00,0.04,8.22,0.29,6.67,-0.09,-0.04,-0.10
91,45,70,36,18,1.21,101.88,-95.88,-51.91,2.88,38.05,-0.20,9.40,-1.98,-0.01,-0.00,0.05,8.27,0.33,6.47,-0.10,-0.04,-0.06
90,45,84,38,30,2.25,104.74,-98.80,-50.96,4.24,38.96,-0.36,8.82,-2.32,0.01,0.05,0.05,7.90,0.47,6.39,-0.06,-0.01,-0.08
91,45,90,42,36,2.19,103.14,-99.57,-51.43,4.09,38.50,-0.36,9.25,-2.16,0.04,0.04,0.03,8.17,0.46,6.50,-0.04,0.02,-0.10
91,45,56,31,24,0.53,103.68,-92.25,-51.92,5.14,37.97,-0.09,9.25,-2.25,0.00,0.01,0.06,8.18,0.57,6.38,-0.05,-0.04,-0.09
91,45,24,9,22,0.85,105.69,-93.14,-51.30,7.04,38.49,-0.14,9.01,-2.53,0.09,0.06,0.06,8.14,0.80,6.47,-0.02,-0.02,-0.14
91,45,14,20,24,0.90,102.87,-94.04,-52.58,5.52,37.29,-0.16,9.65,-2.21,0.06,0.07,0.03,8.56,0.63,6.52,-0.02,0.03,-0.09
91,45,-14,13,10,0.86,104.22,-93.49,-51.56,6.06,38.28,-0.14,9.31,-2.36,0.00,0.09,0.03,8.26,0.69,6.52,-0.01,0.03,-0.05
91,45,-14,11,33,1.82,106.42,-96.42,-50.62,6.82,39.18,-0.30,9.09,-2.68,0.04,0.10,0.04,8.09,0.79,6.59,0.01,0.04,-0.07
91,45,-6,15,45,1.15,104.01,-94.75,-51.51,5.85,38.35,-0.20,9.70,-2.42,0.05,0.11,0.04,8.54,0.69,6.75,0.01,0.00,-0.08
91,45,24,31,54,1.93,104.72,-97.56,-50.55,6.74,39.25,-0.34,9.68,-2.55,-0.00,0.09,0.05,8.43,0.81,6.89,-0.02,-0.04,-0.03
91,45,26,31,55,1.68,104.22,-96.83,-52.45,5.12,37.44,-0.29,9.71,-2.46,-0.06,0.08,0.03,8.76,0.60,6.71,-0.06,-0.06,0.01
91,45,12,31,72,2.30,104.89,-98.89,-50.78,5.20,39.11,-0.39,9.33,-2.48,-0.04,0.10,0.01,8.22,0.61,6.68,-0.02,0.02,0.04
91,45,12,42,60,2.03,102.86,-99.06,-51.27,4.29,38.65,-0.35,9.54,-2.18,-0.08,0.11,0.02,8.31,0.50,6.65,-0.03,-0.01,0.06
91,45,6,51,64,2.60,102.75,-101.62,-51.25,3.85,38.69,-0.44,9.52,-2.15,-0.15,0.11,0.03,8.41,0.45,6.73,-0.03,0.01,0.11
91,45,6,58,67,2.54,104.90,-99.77,-50.44,3.54,39.51,-0.42,9.09,-2.42,-0.19,0.08,0.03,8.27,0.42,6.82,0.01,0.16,0.22
90,45,36,54,88,5.14,106.58,-107.52,-47.30,5.66,42.56,-0.82,8.77,-2.61,-0.03,0.09,-0.01,7.55,0.69,6.93,0.01,0.24,0.12
91,45,54,42,72,2.57,101.64,-102.55,-50.36,2.40,39.62,-0.43,9.45,-1.95,-0.07,0.03,-0.01,7.95,0.28,6.58,-0.10,0.02,0.03
90,45,60,40,60,1.97,104.63,-97.76,-50.27,4.28,39.65,-0.32,8.88,-2.32,-0.06,0.03,0.03,7.83,0.49,6.49,-0.09,-0.07,-0.05
91,45,70,36,60,1.70,102.76,-97.67,-51.10,3.62,38.84,-0.29,9.42,-2.13,-0.07,0.04,0.04,8.27,0.42,6.66,-0.09,-0.11,-0.04
90,45,72,27,60,3.09,105.85,-101.16,-50.58,4.96,39.31,-0.50,8.97,-2.55,-0.00,0.04,0.01,8.18,0.58,6.70,-0.07,0.02,-0.04
91,45,38,22,21,1.10,101.47,-95.50,-51.99,3.24,37.96,-0.19,9.68,-1.96,-0.02,0.04,-0.02,8.44,0.37,6.59,-0.07,0.08,0.01
91,45,46,36,45,1.84,104.60,-97.25,-50.37,4.93,39.53,-0.31,9.25,-2.41,-0.08,0.06,0.01,8.04,0.57,6.63,-0.07,0.01,0.03
91,45,30,40,55,2.77,104.17,-101.20,-50.40,4.53,39.52,-0.46,9.25,-2.33,-0.03,0.05,0.01,8.13,0.53,6.71,-0.08,-0.02,-0.02
91,45,14,27,51,2.25,103.06,-99.85,-50.65,3.15,39.31,-0.38,9.33,-2.16,-0.02,0.04,0.01,8.14,0.37,6.66,-0.07,-0.01,-0.03
91,45,-10,20,31,3.86,103.28,-106.37,-49.67,2.89,40.29,-0.65,9.32,-2.20,-0.03,0.05,0.02,8.11,0.35,6.88,-0.07,-0.00,-0.02
91,45,2,11,43,3.77,101.80,-107.87,-50.11,1.83,39.88,-0.64,9.53,-1.99,-0.06,-0.00,0.01,8.15,0.22,6.81,-0.12,-0.01,-0.01
90,45,4,0,24,3.56,103.96,-104.47,-49.37,2.68,40.60,-0.57,8.92,-2.22,-0.06,0.02,0.01,7.75,0.31,6.65,-0.10,0.00,-0.02
91,45,42,27,24,3.96,101.97,-108.46,-49.89,2.01,40.09,-0.67,9.41,-1.99,-0.02,-0.01,0.05,8.10,0.24,6.82,-0.08,0.01,-0.06
91,45,38,38,28,2.92,103.72,-102.13,-50.54,4.00,39.39,-0.49,9.31,-2.27,-0.07,-0.05,0.08,8.18,0.47,6.72,-0.11,-0.00,-0.03
91,45,58,54,46,1.29,105.37,-94.84,-50.96,5.47,38.91,-0.21,9.05,-2.49,-0.00,-0.03,0.06,8.15,0.63,6.58,-0.09,0.05,-0.06
91,45,42,40,61,0.92,103.53,-93.92,-51.68,5.73,38.18,-0.16,9.44,-2.27,0.06,-0.00,0.05,8.14,0.64,6.40,-0.08,0.04,-0.10
91,45,20,36,37,-0.57,102.18,-87.30,-52.86,4.49,37.05,0.10,9.65,-2.08,0.00,0.00,0.06,8.56,0.51,6.46,-0.07,-0.04,-0.07
91,45,2,6,46,0.85,102.91,-93.79,-51.54,4.66,38.37,-0.15,9.63,-2.21,-0.06,0.05,0.07,8.45,0.55,6.69,-0.05,-0.06,-0.02
91,45,22,22,42,2.83,103.32,-102.12,-50.47,4.48,39.44,-0.49,9.61,-2.27,-0.10,0.04,0.05,8.43,0.54,6.93,-0.08,-0.02,0.03
91,45,14,15,42,2.98,104.12,-102.03,-50.12,3.93,39.81,-0.50,9.29,-2.34,-0.10,0.03,-0.00,8.15,0.47,6.80,-0.10,0.05,0.06
91,45,18,29,34,2.14,103.35,-99.18,-50.19,3.39,39.76,-0.36,9.36,-2.22,-0.12,0.02,0.02,8.07,0.40,6.71,-0.09,0.03,0.05
91,45,38,42,60,3.51,103.58,-104.62,-49.07,3.66,40.87,-0.59,9.34,-2.26,-0.13,0.03,0.05,7.91,0.44,6.85,-0.11,-0.07,0.03
91,45,30,33,55,3.72,104.96,-104.12,-48.67,3.68,41.27,-0.61,9.08,-2.43,-0.11,0.01,0.06,7.94,0.45,6.96,-0.12,-0.09,-0.00
